,0,1,2,3,4
0,378.0199890136719,20.899999618530273,200.10000610351562,3.0,0.0
1,377.94000244140625,18.100000381469727,198.6999969482422,3.0,5.0
2,377.2900085449219,19.200000762939453,201.39999389648438,4.0,0.0
3,380.92999267578125,17.600000381469727,199.89999389648438,0.0,0.0
4,382.54998779296875,20.200000762939453,199.3000030517578,4.0,0.0
5,384.4200134277344,20.200000762939453,198.3000030517578,5.0,0.0
6,383.6499938964844,20.899999618530273,200.10000610351562,1.0,0.0
7,380.07000732421875,18.600000381469727,207.6999969482422,5.0,0.0
8,371.54998779296875,17.399999618530273,184.89999389648438,2.0,4.0
9,389.5,18.700000762939453,181.10000610351562,3.0,4.0
10,388.6600036621094,20.700000762939453,221.8000030517578,4.0,2.0
11,385.92999267578125,22.799999237060547,162.0,4.0,1.0
12,381.1400146484375,17.899999618530273,176.3000030517578,3.0,3.0
13,380.6099853515625,18.200000762939453,221.3000030517578,0.0,2.0
14,387.04998779296875,20.100000381469727,220.10000610351562,1.0,2.0
15,379.1000061035156,20.299999237060547,173.8000030517578,2.0,3.0
16,386.4700012207031,19.100000381469727,222.5,5.0,2.0
17,386.3900146484375,19.700000762939453,221.89999389648438,1.0,2.0
18,381.20001220703125,17.700000762939453,159.5,1.0,1.0
19,381.3800048828125,21.700000762939453,159.3000030517578,0.0,1.0
20,377.6300048828125,20.600000381469727,183.1999969482422,2.0,4.0
21,379.010009765625,18.700000762939453,185.89999389648438,0.0,4.0
22,385.6700134277344,19.200000762939453,220.6999969482422,5.0,2.0
23,389.1600036621094,20.299999237060547,190.1999969482422,0.0,4.0
24,383.2900085449219,20.299999237060547,177.1999969482422,5.0,3.0
25,375.45001220703125,20.0,214.3000030517578,1.0,2.0
26,385.6000061035156,20.100000381469727,209.1999969482422,0.0,0.0
27,384.42999267578125,18.5,175.8000030517578,5.0,3.0
28,387.8599853515625,18.100000381469727,222.5,1.0,2.0
29,373.3500061035156,18.899999618530273,236.39999389648438,5.0,6.0
30,382.94000244140625,21.600000381469727,184.1999969482422,4.0,4.0
31,382.82000732421875,19.799999237060547,158.8000030517578,2.0,1.0
32,375.29998779296875,16.899999618530273,183.0,5.0,4.0
33,371.6099853515625,19.0,231.89999389648438,4.0,6.0
34,381.2300109863281,19.799999237060547,218.0,0.0,2.0
35,386.7900085449219,19.899999618530273,177.0,5.0,3.0
36,383.2200012207031,19.200000762939453,177.5,1.0,3.0
37,390.989990234375,19.399999618530273,208.8000030517578,0.0,0.0
38,373.1300048828125,17.299999237060547,214.10000610351562,1.0,2.0
39,377.32000732421875,20.100000381469727,174.10000610351562,5.0,3.0
40,381.8299865722656,19.0,206.60000610351562,2.0,0.0
41,385.6400146484375,20.600000381469727,187.5,5.0,4.0
42,381.95001220703125,21.200000762939453,159.60000610351562,2.0,1.0
43,384.2099914550781,20.5,186.89999389648438,5.0,4.0
44,382.0,18.799999237060547,181.10000610351562,1.0,4.0
45,379.8699951171875,20.0,186.8000030517578,0.0,4.0
46,380.510009765625,21.799999237060547,158.0,0.0,1.0
47,372.5299987792969,22.899999618530273,156.8000030517578,4.0,1.0
48,385.2900085449219,20.0,186.3000030517578,4.0,4.0
49,381.9599914550781,19.5,220.5,4.0,2.0
50,377.4700012207031,18.5,188.3000030517578,1.0,4.0
51,363.8999938964844,17.5,231.89999389648438,0.0,6.0
52,376.95001220703125,18.200000762939453,171.39999389648438,2.0,3.0
53,384.75,18.899999618530273,221.5,3.0,2.0
54,386.3399963378906,19.799999237060547,188.10000610351562,3.0,4.0
55,376.8299865722656,21.799999237060547,157.5,2.0,1.0
56,384.55999755859375,18.600000381469727,222.3000030517578,0.0,2.0
57,376.94000244140625,20.799999237060547,157.60000610351562,3.0,1.0
58,373.989990234375,20.100000381469727,155.1999969482422,4.0,1.0
59,379.8999938964844,20.799999237060547,172.3000030517578,2.0,3.0
60,377.1300048828125,19.0,176.89999389648438,4.0,3.0
61,381.7699890136719,18.299999237060547,176.6999969482422,4.0,3.0
62,389.3299865722656,21.200000762939453,176.5,3.0,3.0
63,376.7900085449219,19.399999618530273,156.1999969482422,4.0,1.0
64,376.2200012207031,21.0,158.1999969482422,1.0,1.0
65,382.44000244140625,22.200000762939453,160.39999389648438,5.0,1.0
66,381.5799865722656,20.5,215.60000610351562,2.0,2.0
67,372.2200012207031,18.600000381469727,179.89999389648438,0.0,4.0
68,366.67999267578125,19.100000381469727,233.1999969482422,2.0,6.0
69,377.9700012207031,21.100000381469727,159.3000030517578,1.0,1.0
70,382.6300048828125,18.600000381469727,218.8000030517578,2.0,2.0
71,384.239990234375,19.0,201.8000030517578,4.0,0.0
72,381.1000061035156,21.5,202.6999969482422,3.0,0.0
73,378.0299987792969,19.399999618530273,213.8000030517578,3.0,2.0
74,374.4100036621094,19.600000381469727,181.3000030517578,1.0,4.0
75,388.0199890136719,21.0,178.10000610351562,2.0,3.0
76,380.4100036621094,20.399999618530273,158.10000610351562,5.0,1.0
77,380.8900146484375,18.899999618530273,201.6999969482422,1.0,0.0
78,378.4599914550781,18.899999618530273,215.1999969482422,0.0,2.0
79,390.9599914550781,22.299999237060547,208.39999389648438,1.0,0.0
80,377.0299987792969,19.100000381469727,172.3000030517578,4.0,3.0
81,376.6499938964844,18.0,216.39999389648438,4.0,2.0
82,373.70001220703125,17.799999237060547,172.39999389648438,1.0,3.0
83,389.80999755859375,20.299999237060547,205.39999389648438,0.0,0.0
84,384.989990234375,19.200000762939453,177.1999969482422,0.0,3.0
85,380.2300109863281,18.200000762939453,184.1999969482422,1.0,4.0
86,382.6700134277344,18.600000381469727,205.5,4.0,0.0
87,378.0400085449219,17.700000762939453,173.60000610351562,0.0,3.0
88,386.2900085449219,20.0,203.60000610351562,3.0,0.0
89,380.1600036621094,18.799999237060547,173.39999389648438,5.0,3.0
90,377.3399963378906,18.100000381469727,216.5,2.0,2.0
91,382.25,19.100000381469727,175.5,2.0,3.0
92,379.3999938964844,18.200000762939453,203.89999389648438,2.0,0.0
93,380.9599914550781,20.5,172.39999389648438,3.0,3.0
94,378.0799865722656,19.299999237060547,172.0,0.0,3.0
95,384.1700134277344,21.299999237060547,171.60000610351562,1.0,3.0
96,384.05999755859375,19.899999618530273,204.0,3.0,0.0
97,379.67999267578125,20.799999237060547,183.8000030517578,2.0,4.0
98,385.0199890136719,19.399999618530273,176.39999389648438,3.0,3.0
99,385.6099853515625,21.299999237060547,219.3000030517578,5.0,2.0
100,386.010009765625,18.600000381469727,216.5,2.0,2.0
101,376.30999755859375,18.0,203.6999969482422,3.0,0.0
102,376.42999267578125,21.0,151.60000610351562,3.0,1.0
103,384.05999755859375,19.299999237060547,184.5,3.0,4.0
104,368.6099853515625,19.399999618530273,157.0,2.0,1.0
105,381.1099853515625,20.200000762939453,160.39999389648438,4.0,1.0
106,378.7300109863281,18.700000762939453,216.89999389648438,2.0,2.0
107,371.54998779296875,18.100000381469727,231.10000610351562,4.0,6.0
108,380.5400085449219,17.799999237060547,222.60000610351562,2.0,2.0
109,368.3800048828125,18.700000762939453,231.10000610351562,2.0,6.0
110,377.44000244140625,19.100000381469727,217.0,1.0,2.0
111,383.7099914550781,19.100000381469727,220.0,3.0,2.0
112,384.79998779296875,14.199999809265137,219.39999389648438,4.0,2.0
113,386.1099853515625,18.299999237060547,172.89999389648438,5.0,3.0
114,382.4200134277344,15.199999809265137,180.5,4.0,4.0
115,384.1099853515625,21.0,209.5,5.0,0.0
116,387.3999938964844,20.0,224.3000030517578,1.0,2.0
117,376.1300048828125,17.5,217.1999969482422,5.0,2.0
118,370.3599853515625,17.5,232.89999389648438,0.0,6.0
119,380.8800048828125,19.100000381469727,204.60000610351562,0.0,0.0
120,374.1400146484375,23.5,155.10000610351562,4.0,1.0
121,379.29998779296875,20.799999237060547,176.89999389648438,2.0,3.0
122,387.67999267578125,20.799999237060547,188.0,5.0,4.0
123,384.9599914550781,21.700000762939453,175.5,2.0,3.0
124,381.3999938964844,22.100000381469727,154.8000030517578,0.0,1.0
125,374.4599914550781,23.200000762939453,181.0,3.0,4.0
126,383.95001220703125,20.600000381469727,204.5,4.0,0.0
127,376.0199890136719,18.200000762939453,239.10000610351562,0.0,6.0
128,365.739990234375,18.299999237060547,231.10000610351562,3.0,6.0
129,378.1199951171875,20.0,154.60000610351562,5.0,1.0
130,384.8299865722656,23.0,184.5,5.0,4.0
131,388.04998779296875,19.799999237060547,206.3000030517578,0.0,0.0
132,373.0400085449219,17.5,186.6999969482422,0.0,4.0
133,368.0899963378906,17.5,192.8000030517578,1.0,5.0
134,368.0899963378906,18.100000381469727,188.6999969482422,2.0,5.0
135,378.3900146484375,21.5,193.10000610351562,1.0,5.0
